Thu Jul 11 15:42:32 2013,,,,,
710227,600,1126917,,,
710701,675,1127592,,,
711825,2400,1129992,,,
713495,1650,1131642,,,
713579,1875,1133517,,,
714667,675,1134192,,,
714711,975,1135167,,,
715177,900,1136067,,,
715221,825,1136892,,,
716053,675,1137567,,,
716137,825,1138392,,,
716973,600,1138992,,,
717009,900,1139892,,,
717933,1425,1141317,,,
719471,900,1142217,,,
720595,450,1142667,,,
721727,1125,1143792,,,
721731,1425,1145217,,,
722819,600,1145817,,,
722943,450,1146267,,,
723329,525,1146792,,,
723453,450,1147242,,,
724285,1650,1148892,,,
724289,1200,1150092,,,
725125,450,1150542,,,
725241,975,1151517,,,
726085,1275,1152792,,,
727623,1200,1153992,,,
728711,450,1154442,,,
728827,600,1155042,,,
729345,675,1155717,,,
729469,525,1156242,,,
730557,600,1156842,,,
730561,900,1157742,,,
732095,900,1158642,,,
732099,1350,1159992,,,
732931,450,1160442,,,
733055,675,1161117,,,
733883,975,1162092,,,
734727,975,1163067,,,
734843,450,1163517,,,
735237,450,1163967,,,
735353,675,1164642,,,
736441,825,1165467,,,
738017,1575,1167042,,,
738849,450,1167492,,,
738909,1125,1168617,,,
739423,825,1169442,,,
740579,1200,1170642,,,
741671,525,1171167,,,
741723,450,1171617,,,
742811,750,1172367,,,
742887,1275,1173642,,,
744345,975,1174617,,,
744421,900,1175517,,,
745253,675,1176192,,,
745305,675,1176867,,,
745635,900,1177767,,,
745695,525,1178292,,,
746527,900,1179192,,,
746846,1,1179193,,,
746847,379,1179572,,,
748061,1125,1180697,,,
749217,600,1181297,,,
750361,675,1181972,,,
750437,2025,1183997,,,
751525,675,1184672,,,
751577,975,1185647,,,
752039,600,1186247,,,
752091,450,1186697,,,
752923,975,1187672,,,
752999,1350,1189022,,,
754594,1200,1190222,,,
754654,900,1191122,,,
755486,450,1191572,,,
755554,600,1192172,,,
756000,525,1192697,,,
756068,450,1193147,,,
757156,750,1193897,,,
757216,1575,1195472,,,
757788,1125,1196597,,,
757864,450,1197047,,,
758952,2325,1199372,,,
760486,750,1200122,,,
761370,600,1200722,,,
762272,450,1201172,,,
762340,600,1201772,,,
763172,1275,1203047,,,
763232,1575,1204622,,,
764706,900,1205522,,,
764766,975,1206497,,,
765854,525,1207022,,,
765922,600,1207622,,,
766554,1425,1209047,,,
767642,450,1209497,,,
767718,600,1210097,,,
768232,600,1210697,,,
769116,1125,1211822,,,
770564,1200,1213022,,,
771776,450,1213472,,,
771780,525,1213997,,,
772286,825,1214822,,,
772290,450,1215272,,,
773122,1050,1216322,,,
774586,600,1216922,,,
774598,450,1217372,,,
775430,1275,1218647,,,
775546,1200,1219847,,,
776968,975,1220822,,,
777084,600,1221422,,,
778172,450,1221872,,,
778184,975,1222847,,,
778302,825,1223672,,,
778306,600,1224272,,,
779518,825,1225097,,,
781056,1200,1226297,,,
781888,600,1226897,,,
781892,450,1227347,,,
783240,1275,1228622,,,
783356,1200,1229822,,,
784188,675,1230497,,,
784200,975,1231472,,,
784698,975,1232447,,,
784710,450,1232897,,,
785798,975,1233872,,,
785914,975,1234847,,,
787213,675,1235522,,,
787313,600,1236122,,,
788401,757,1236879,,,
788429,1125,1238004,,,
788915,1500,1239504,,,
788943,1575,1241079,,,
789775,450,1241529,,,
789875,675,1242204,,,
790711,2100,1244304,,,
790731,606,1244910,,,
791563,600,1245510,,,
791671,975,1246485,,,
793097,825,1247310,,,
793205,900,1248210,,,
794293,1425,1249635,,,
794931,1050,1250685,,,
794959,1350,1252035,,,
796047,600,1252635,,,
796147,675,1253310,,,
797581,600,1253910,,,
797681,525,1254435,,,
798513,900,1255335,,,
798541,675,1256010,,,
799369,600,1256610,,,
799477,900,1257510,,,
800329,1425,1258935,,,
800843,1500,1260435,,,
802039,900,1261335,,,
803504,1650,1262985,,,
803540,975,1263960,,,
804372,1125,1265085,,,
804882,1275,1266360,,,
806062,450,1266810,,,
807190,750,1267560,,,
807274,675,1268235,,,
808362,450,1268685,,,
808406,525,1269210,,,
809900,900,1270110,,,
809944,825,1270935,,,
810776,975,1271910,,,
810860,1125,1273035,,,
811246,2250,1275285,,,
812078,450,1275735,,,
812114,825,1276560,,,
813652,975,1277535,,,
814650,228,1277763,,,
814832,1350,1279113,,,
815916,675,1279788,,,
815960,675,1280463,,,
817048,1050,1281513,,,
817132,750,1282263,,,
817558,825,1283088,,,
817642,900,1283988,,,
818474,450,1284438,,,
818518,600,1285038,,,
820115,825,1285863,,,
820207,825,1286688,,,
821039,600,1287288,,,
821075,1425,1288713,,,
821549,3225,1291938,,,
821585,750,1292688,,,
822673,675,1293363,,,
822765,525,1293888,,,
823381,1500,1295388,,,
824469,450,1295838,,,
824553,675,1296513,,,
826091,450,1296963,,,
826748,1216,1298179,,,
826967,1425,1299604,,,
827009,1216,1300820,,,
827821,1875,1302695,,,
827857,900,1303595,,,
828689,975,1304570,,,
828781,825,1305395,,,
830227,675,1306070,,,
830319,525,1306595,,,
831407,600,1307195,,,
831443,2250,1309445,,,
832023,1725,1311170,,,
832107,525,1311695,,,
833195,2025,1313720,,,
833663,228,1313948,,,
833705,2100,1316048,,,
834581,600,1316648,,,
836145,450,1317098,,,
836173,675,1317773,,,
837361,975,1318748,,,
837875,675,1319423,,,
838707,450,1319873,,,
838735,825,1320698,,,
840075,750,1321448,,,
840183,975,1322423,,,
841015,825,1323248,,,
841035,525,1323773,,,
842549,525,1324298,,,
842569,600,1324898,,,
843657,1500,1326398,,,
843765,750,1327148,,,
843791,1200,1328348,,,
844979,600,1328948,,,
845007,675,1329623,,,
846513,450,1330073,,,
846541,600,1330673,,,
846605,56123736,57454409,,,
846931,1216,57455625,,,
847373,750,57456375,,,
848821,600,57456975,,,
848841,675,57457650,,,
849673,600,57458250,,,
849781,600,57458850,,,
850187,1050,57459900,,,
850295,975,57460875,,,
851383,675,57461550,,,
851403,975,57462525,,,
852007,1125,57463650,,,
853147,1650,57465300,,,
853223,975,57466275,,,
854681,525,57466800,,,
855589,1800,57468600,,,
856989,825,57469425,,,
857057,675,57470100,,,
857889,1725,57471825,,,
857949,900,57472725,,,
858403,900,57473625,,,
858463,825,57474450,,,
859551,525,57474975,,,
859619,600,57475575,,,
860697,450,57476025,,,
860773,975,57477000,,,
861913,750,57477750,,,
862427,825,57478575,,,
863335,975,57479550,,,
864675,1425,57480975,,,
864735,825,57481800,,,
865567,675,57482475,,,
865635,525,57483000,,,
867101,975,57483975,,,
867169,825,57484800,,,
868257,2325,57487125,,,
868317,900,57488025,,,
868741,1800,57489825,,,
868857,1350,57491175,,,
869689,450,57491625,,,
869701,975,57492600,,,
871227,975,57493575,,,
871239,675,57494250,,,
872327,600,57494850,,,
872443,675,57495525,,,
873023,450,57495975,,,
873027,825,57496800,,,
874115,900,57497700,,,
874625,1650,57499350,,,
875581,975,57500325,,,
877499,675,57501000,,,
877511,675,57501675,,,
878343,1050,57502725,,,
878459,1137,57503862,,,
878853,1650,57505512,,,
878969,1650,57507162,,,
880057,675,57507837,,,
880069,675,57508512,,,
880641,1212,57509724,,,
880765,1275,57510999,,,
881853,600,57511599,,,
881857,825,57512424,,,
883391,825,57513249,,,
883395,825,57514074,,,
884351,750,57514824,,,
884934,1200,57516024,,,
885766,675,57516699,,,
885882,675,57517374,,,
887304,825,57518199,,,
887420,450,57518649,,,
887962,1216,57519865,,,
888520,900,57520765,,,
889604,900,57521665,,,
889728,450,57522115,,,
890816,750,57522865,,,
890820,1050,57523915,,,
891326,1125,57525040,,,
891330,1350,57526390,,,
892162,450,57526840,,,
892286,450,57527290,,,
893576,825,57528115,,,
893692,600,57528715,,,
894524,600,57529315,,,
895034,1650,57530965,,,
896134,675,57531640,,,
896250,825,57532465,,,
897342,675,57533140,,,
897346,1800,57534940,,,
898434,450,57535390,,,
898558,675,57536065,,,
899972,975,57537040,,,
900096,675,57537715,,,
900928,900,57538615,,,
900932,1350,57539965,,,
901404,975,57540940,,,
901480,975,57541915,,,
902568,975,57542890,,,
902620,975,57543865,,,
904102,975,57544840,,,
904154,675,57545515,,,
904986,1500,57547015,,,
905062,1425,57548440,,,
905890,975,57549415,,,
905950,1350,57550765,,,
906850,2100,57552865,,,
907364,975,57553840,,,
907446,1216,57555056,,,
908512,825,57555881,,,
910118,975,57556856,,,
910170,900,57557756,,,
911258,1500,57559256,,,
911334,1050,57560306,,,
911768,450,57560756,,,
911772,975,57561731,,,
911848,1050,57562781,,,
912680,825,57563606,,,
912732,675,57564281,,,
913568,900,57565181,,,
914468,1800,57566981,,,
914528,825,57567806,,,
916002,975,57568781,,,
916913,1216,57569997,,,
917150,600,57570597,,,
918311,975,57571572,,,
918363,825,57572397,,,
919451,900,57573297,,,
919527,1725,57575022,,,
919961,1125,57576147,,,
920037,1125,57577272,,,
920869,600,57577872,,,
920921,450,57578322,,,
921825,1575,57579897,,,
922717,975,57580872,,,
924195,450,57581322,,,
924255,750,57582072,,,
925411,900,57582972,,,
925977,900,57583872,,,
926053,1575,57585447,,,
927141,600,57586047,,,
927193,450,57586497,,,
928679,675,57587172,,,
928731,675,57587847,,,
929563,825,57588672,,,
929639,1650,57590322,,,
930467,825,57591147,,,
931359,900,57592047,,,
931869,750,57592797,,,
933025,1275,57594072,,,
933085,975,57595047,,,
934533,900,57595947,,,
934649,675,57596622,,,
934725,22013,57618635,,,
935493,1125,57619760,,,
935995,2352,57622112,,,
936007,600,57622712,,,
937095,600,57623312,,,
937211,825,57624137,,,
938303,1050,57625187,,,
938307,750,57625937,,,
939395,900,57626837,,,
939519,675,57627512,,,
940929,675,57628187,,,
941053,825,57629012,,,
941885,1275,57630287,,,
941889,1725,57632012,,,
942267,1725,57633737,,,
943111,975,57634712,,,
944645,675,57635387,,,
944761,675,57636062,,,
945849,1125,57637187,,,
946945,900,57638087,,,
947069,675,57638762,,,
948157,1725,57640487,,,
948161,1500,57641987,,,
948671,675,57642662,,,
948675,1500,57644162,,,
949507,675,57644837,,,
949631,675,57645512,,,
951226,825,57646337,,,
951238,675,57647012,,,
952070,1200,57648212,,,
952186,1125,57649337,,,
952584,900,57650237,,,
952700,1050,57651287,,,
953788,600,57651887,,,
953800,900,57652787,,,
954372,750,57653537,,,
955584,525,57654062,,,
955588,825,57654887,,,
957118,675,57655562,,,
957122,525,57656087,,,
957954,2325,57658412,,,
958856,750,57659162,,,
958972,750,57659912,,,
959804,600,57660512,,,
959816,675,57661187,,,
961338,900,57662087,,,
961350,450,57662537,,,
962438,1350,57663887,,,
962554,1875,57665762,,,
963134,675,57666437,,,
963138,600,57667037,,,
964350,1200,57668237,,,
964864,1125,57669362,,,
965696,675,57670037,,,
965700,675,57670712,,,
967196,825,57671537,,,
968306,152,57671689,,,
968360,1650,57673339,,,
968870,1350,57674689,,,
969754,1425,57676114,,,
969830,825,57676939,,,
971170,1425,57678364,,,
971230,1275,57679639,,,
972062,975,57680614,,,
972130,975,57681589,,,
973600,900,57682489,,,
973668,900,57683389,,,
974756,1575,57684964,,,
974816,1425,57686389,,,
974938,1200,57687589,,,
974992,1216,57688805,,,
976102,675,57689480,,,
977564,825,57690305,,,
977640,900,57691205,,,
978524,900,57692105,,,
979872,975,57693080,,,
979940,675,57693755,,,
980772,825,57694580,,,
980832,1125,57695705,,,
981282,1875,57697580,,,
981342,825,57698405,,,
982430,825,57699230,,,
982498,825,57700055,,,
983154,1200,57701255,,,
984270,450,57701705,,,
985780,825,57702530,,,
985808,600,57703130,,,
986740,2475,57705605,,,
988088,825,57706430,,,
988108,450,57706880,,,
988940,1500,57708380,,,
989048,1875,57710255,,,
989450,900,57711155,,,
989558,975,57712130,,,
990646,975,57713105,,,
990666,525,57713630,,,
991796,600,57714230,,,
991824,600,57714830,,,
992912,750,57715580,,,
993422,975,57716555,,,
993522,606,57717161,,,
994354,825,57717986,,,
994382,450,57718436,,,
995722,1200,57719636,,,
995830,1275,57720911,,,
996662,825,57721736,,,
996682,600,57722336,,,
998200,825,57723161,,,
998220,450,57723611,,,
999308,1200,57724811,,,
999416,900,57725711,,,
999856,825,57726536,,,
999892,1200,57727736,,,
1000724,825,57728561,,,
1000816,975,57729536,,,
1002258,450,57729986,,,
1002350,450,57730436,,,
1003438,825,57731261,,,
1003474,750,57732011,,,
1004138,600,57732611,,,
1004932,1,57732612,,,
1004933,607,57733219,,,
1005270,975,57734194,,,
1005784,900,57735094,,,
1006616,975,57736069,,,
1006700,2475,57738544,,,
1008530,450,57738994,,,
1008622,600,57739594,,,
1009454,825,57740419,,,
1009490,1125,57741544,,,
1009968,1200,57742744,,,
1010004,975,57743719,,,
1011092,975,57744694,,,
1011184,825,57745519,,,
1011756,1425,57746944,,,
1012888,675,57747619,,,
1014422,1200,57748819,,,
1014506,450,57749269,,,
1015338,825,57750094,,,
1015877,1216,57751310,,,
1015955,1725,57753035,,,
1016879,675,57753710,,,
1018413,1200,57754910,,,
1018449,675,57755585,,,
1019537,1050,57756635,,,
1020713,600,57757235,,,
1020757,450,57757685,,,
1021845,975,57758660,,,
1021929,900,57759560,,,
1022359,975,57760535,,,
1022443,1050,57761585,,,
1023275,600,57762185,,,
1023319,525,57762710,,,
1024721,975,57763685,,,
1025645,1275,57764960,,,
1025723,9751,57774711,,,
1026159,1200,57775911,,,
1027247,675,57776586,,,
1027283,825,57777411,,,
1028375,1125,57778536,,,
1028459,1425,57779961,,,
1029547,450,57780411,,,
1029591,675,57781086,,,
1031081,450,57781536,,,
1031125,450,57781986,,,
1031957,900,57782886,,,
1032041,1200,57784086,,,
1032497,825,57784911,,,
1032525,750,57785661,,,
1033613,450,57786111,,,
1033713,600,57786711,,,
1035151,975,57787686,,,
1035251,525,57788211,,,
1036083,825,57789036,,,
1036111,900,57789936,,,
1036939,825,57790761,,,
1037047,975,57791736,,,
1037879,900,57792636,,,
1038389,1500,57794136,,,
1039497,450,57794586,,,
1039605,675,57795261,,,
1041167,825,57796086,,,
1041267,675,57796761,,,
1042355,825,57797586,,,
1042383,1125,57798711,,,
1042865,675,57799386,,,
1042893,600,57799986,,,
1043725,600,57800586,,,
1043825,675,57801261,,,
1044681,750,57802011,,,
1045513,600,57802611,,,
1045621,450,57803061,,,
1047051,825,57803886,,,
1047159,675,57804561,,,
1048267,600,57805161,,,
1048585,525,57805686,,,
1049781,2100,57807786,,,
1051319,600,57808386,,,
1052171,1425,57809811,,,
1052279,825,57810636,,,
1053619,1125,57811761,,,
1053647,825,57812586,,,
1054479,825,57813411,,,
1054579,525,57813936,,,
1054989,450,57814386,,,
1055089,525,57814911,,,
1056177,825,57815736,,,
1056205,750,57816486,,,
1057050,1064,57817550,,,
1057355,675,57818225,,,
1058551,825,57819050,,,
1058953,600,57819650,,,
1059061,750,57820400,,,
1059913,600,57821000,,,
1061261,525,57821525,,,
1061361,675,57822200,,,
1062193,825,57823025,,,
1062221,900,57823925,,,
1063731,675,57824600,,,
1063759,975,57825575,,,
1064847,975,57826550,,,
1064947,825,57827375,,,
1065387,450,57827825,,,
1065431,525,57828350,,,
1066263,1650,57830000,,,
1066347,900,57830900,,,
1067797,1200,57832100,,,
1067881,600,57832700,,,
1068969,525,57833225,,,
1069013,825,57834050,,,
1069586,1650,57835700,,,
1070766,450,57836150,,,
1070802,675,57836825,,,
1070865,1,57836826,,,
1070866,17174,57854000,,,
1071280,600,57854600,,,
1071316,975,57855575,,,
1072148,750,57856325,,,
1072240,910,57857235,,,
1074070,1350,57858585,,,
1074154,750,57859335,,,
1074986,600,57859935,,,
1075030,525,57860460,,,
1075500,450,57860910,,,
1075544,975,57861885,,,
1076632,2475,57864360,,,
1076716,2025,57866385,,,
1077332,675,57867060,,,
1078512,825,57867885,,,
1080046,1200,57869085,,,
1080878,600,57869685,,,
1080914,900,57870585,,,
1081495,675,57871260,,,
1081579,900,57872160,,,
1082455,1125,57873285,,,
1083989,675,57873960,,,
1085077,975,57874935,,,
1085161,450,57875385,,,
1086253,750,57876135,,,
1086289,1500,57877635,,,
1087377,600,57878235,,,
1087469,675,57878910,,,
1087891,525,57879435,,,
1087983,675,57880110,,,
1088815,600,57880710,,,
1088851,1050,57881760,,,
1090217,900,57882660,,,
1091093,600,57883260,,,
1091177,600,57883860,,,
1091607,600,57884460,,,
1091691,975,57885435,,,
1092779,600,57886035,,,
1093907,975,57887010,,,
1093999,675,57887685,,,
1095087,1350,57889035,,,
1095123,1425,57890460,,,
1096621,900,57891360,,,
1096657,1275,57892635,,,
1097489,600,57893235,,,
1097581,675,57893910,,,
1098037,675,57894585,,,
1098057,525,57895110,,,
1099145,1200,57896310,,,
1099253,1125,57897435,,,
1100683,750,57898185,,,
1100791,675,57898860,,,
1101623,525,57899385,,,
1101643,675,57900060,,,
1102373,1216,57901276,,,
1102579,1575,57902851,,,
1103439,600,57903451,,,
1103921,450,57903901,,,
1103949,675,57904576,,,
1105137,1350,57905926,,,
1106699,600,57906526,,,
1106807,900,57907426,,,
1107895,975,57908401,,,
1107915,675,57909076,,,
1108405,525,57909601,,,
1108425,450,57910051,,,
1109257,1350,57911401,,,
1109365,1125,57912526,,,
1110193,825,57913351,,,
1111053,1650,57915001,,,
1111259,1216,57916217,,,
1112591,750,57916967,,,
1113779,750,57917717,,,
1113807,450,57918167,,,
1114915,675,57918842,,,
1114975,675,57919517,,,
1116063,825,57920342,,,
1116131,675,57921017,,,
1116573,900,57921917,,,
1116641,450,57922367,,,
1117473,1425,57923792,,,
1117533,1425,57925217,,,
1118361,450,57925667,,,
1119269,1350,57927017,,,
1120807,1425,57928442,,,
1121947,675,57929117,,,
1122023,675,57929792,,,
1122589,825,57930617,,,
1122657,675,57931292,,,
1123745,1200,57932492,,,
1123805,900,57933392,,,
1125283,600,57933992,,,
1125343,825,57934817,,,
1126175,975,57935792,,,
1126243,450,57936242,,,
1127131,750,57936992,,,
1127963,525,57937517,,,
1128039,825,57938342,,,
1128473,450,57938792,,,
1128549,825,57939617,,,
1129637,1137,57940754,,,
1129689,1500,57942254,,,
1130962,608,57942862,,,
1131137,1350,57944212,,,
1132093,675,57944887,,,
1132607,2400,57947287,,,
1132611,675,57947962,,,
1133699,825,57948787,,,
1134907,525,57949312,,,
1134919,825,57950137,,,
1136007,1575,57951712,,,
1136123,975,57952687,,,
1137541,2775,57955462,,,
1137657,1050,57956512,,,
1138489,675,57957187,,,
1138501,675,57957862,,,
1138883,900,57958762,,,
1139839,825,57959587,,,
1141373,1275,57960862,,,
1142461,675,57961537,,,
1142465,3675,57965212,,,
1143557,2100,57967312,,,
1143673,975,57968287,,,
1144761,600,57968887,,,
1144773,450,57969337,,,
1145275,600,57969937,,,
1145287,450,57970387,,,
1146119,1500,57971887,,,
1146235,1275,57973162,,,
1147838,1875,57975037,,,
1147842,1875,57976912,,,
1148674,825,57977737,,,
1148798,675,57978412,,,
1149188,825,57979237,,,
1149312,675,57979912,,,
1150400,1050,57980962,,,
1150404,825,57981787,,,
1151100,975,57982762,,,
1152018,532,57983294,,,
1152200,1200,57984494,,,
1153734,1725,57986219,,,
1154566,975,57987194,,,
1154682,1425,57988619,,,
1155460,975,57989594,,,
1155584,825,57990419,,,
1156416,1275,57991694,,,
1156420,825,57992519,,,
1156719,228,57992747,,,
1157950,900,57993647,,,
1157954,1200,57994847,,,
1159042,525,57995372,,,
1159166,675,57996047,,,
1159738,900,57996947,,,
1160838,600,57997547,,,
1161352,1500,57999047,,,
1161468,975,58000022,,,
1162300,825,58000847,,,
1163876,900,58001747,,,
1164964,675,58002422,,,
1165024,525,58002947,,,
1165474,600,58003547,,,
1165534,975,58004522,,,
1166434,1350,58005872,,,
1167782,600,58006472,,,
1167834,975,58007447,,,
1168666,1275,58008722,,,
1168742,675,58009397,,,
1170204,1125,58010522,,,
1170280,1050,58011572,,,
1171368,825,58012397,,,
1171420,525,58012922,,,
1171490,525,58013447,,,
1171550,825,58014272,,,
1172638,1425,58015697,,,
1174176,1425,58017122,,,
1175076,900,58018022,,,
1175136,450,58018472,,,
1176476,600,58019072,,,
1176552,975,58020047,,,
1177384,975,58021022,,,
1177436,600,58021622,,,
1177894,450,58022072,,,
1177946,675,58022747,,,
1179034,1125,58023872,,,
1179110,900,58024772,,,
1179683,675,58025447,,,
1179743,675,58026122,,,
1180831,1060,58027182,,,
1180899,600,58027782,,,
1182433,1350,58029132,,,
1183265,525,58029657,,,
1183325,825,58030482,,,
1184665,1425,58031907,,,
1184741,1438,58033345,,,
1185573,825,58034170,,,
1185625,450,58034620,,,
1186087,825,58035445,,,
1186139,825,58036270,,,
1187227,600,58036870,,,
1187303,600,58037470,,,
1188381,1350,58038820,,,
